tip_label;tip label;WJetzID;Feng;IOCOrder;PrumOrder;in_final_set;in_bioclim;region;old_set_check;English;family;order;taxogroup;PassNonPass;devo_mode;devo_mode_full;egg_mass;weight;rel_brain;brain;time_fed;clutch_size;caretakers;longevity;longevity_c;social_bonds;fam_sys;fam_sys_s;food_energy;food_h_level;fibres;foraging_3;move_max;insularity;colonial;empty_col1;longevity_c;clutch_size_c;weight_c;time_fed_c;gs_small;gs_large;grouping
Buteo_albicaudatus;Buteo albicaudatus;4816;Geranoaetus_albicaudatus;Accipitriformes;Accipitriformes;YES;YES;Neotropical;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;63.67044;867;;15;259;2;2;4.58;;c-long;;;195.743;2.7;1.12;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Buteo_polyosoma;Buteo polyosoma;4817;NA;NA;NA;NO;NO;Neotropical;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;NA;950;;9.09608;NA;2;2;NA;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Buteo_jamaicensis;Buteo jamaicensis;4824;Buteo_jamaicensis;Accipitriformes;Accipitriformes;YES;YES;Nearctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;64;1087.5;;9.51048;86;2;2;29.75;;c-long;;;199.31;2.9;0.62;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Buteo_buteo;Buteo buteo;4826;Buteo_buteo;Accipitriformes;Accipitriformes;YES;YES;Western Palearctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;60;924.25;;8.22584;105;3;2;28.8;;c-long;;;202.2;3;0.4;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Buteo_rufinus;Buteo rufinus;4836;Buteo_rufinus;Accipitriformes;Accipitriformes;NO;NO;Western Palearctic;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;73;1144;;9.842;NA;3;2;8.499999996;;c-long;;;202.2;3;0.4;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Buteo_regalis;Buteo regalis;4839;Buteo_regalis;Accipitriformes;Accipitriformes;YES;YES;Nearctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;80;1505;;9.842;53;4;2;23.7;;c-long;;;202.2;3;0.4;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Buteo_lagopus;Buteo lagopus;4840;Buteo_lagopus;Accipitriformes;Accipitriformes;YES;YES;Holarctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;60;1105;;9.5312;72;4;2;18.8;;c-long;;;189.79608;2.9;0.62;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Buteo_auguralis;Buteo auguralis;4841;Buteo_auguralis;Accipitriformes;Accipitriformes;NO;NO;Africa;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;54;653.75;;7;NA;2;2;NA;;c-long;;;190.64;2.6;1.28;aground_gen;migratory;continental;acolonial;;;;;;;;NA
Buteo_rufofuscus;Buteo rufofuscus;4845;Buteo_rufofuscus;Accipitriformes;Accipitriformes;NO;YES;Southern Africa;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;74;1197.5;;9.5;122;2;2.2;25;;c-long;;;195.743;2.7;1.12;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Harpia_harpyja;Harpia harpyja;4847;Harpia_harpyja;Accipitriformes;Accipitriformes;YES;YES;Neotropical;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;140.7;6350;;19.425;330;2;2;16.8;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Pithecophaga_jefferyi;Pithecophaga jefferyi;4849;NA;NA;NA;NO;NO;Indomalayan;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;NA;6350;;20.461;NA;1;2;41;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Aquila_pomarina;Aquila pomarina;4852;Clanga_pomarina;Accipitriformes;Accipitriformes;YES;YES;Widespread: W-PA, SAfrica;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;88;1550;;11.3;86;2;2;26.1;;c-long;;;196.42;2.8;0.84;aground_gen;migratory;continental;acolonial;;;;;;;;asocial
Aquila_clanga;Aquila clanga;4854;Clanga_clanga;Accipitriformes;Accipitriformes;YES;YES;Western Palearctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;110;2000;;11.8;93.5;2;2;NA;;c-long;;;176.71516;2.7;1.12;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Aquila_rapax;Aquila rapax;4855;Aquila_rapax;Accipitriformes;Accipitriformes;YES;YES;Widespread:  Safrica;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;118;2398;;13.78916;120.5;2;2;18;;c-long;;;186.22908;2.7;1.12;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Aquila_heliaca;Aquila heliaca;4862;Aquila_heliaca;Accipitriformes;Accipitriformes;YES;YES;Western Palearctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;132;3490;;15.5;98.5;2;2;55;;c-long;;;198.633;2.8;0.9;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Aquila_chrysaetos;Aquila chrysaetos;4864;Aquila_chrysaetos;Accipitriformes;Accipitriformes;YES;YES;Holarctic;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;142;4421.25;;17.80884;190;2;2;32;;c-long;;;198.633;2.8;0.9;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Aquila_audax;Aquila audax;4866;Aquila_audax;Accipitriformes;Accipitriformes;YES;YES;Australia;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;143;3626.25;;16.82464;184;2;2;11;;c-long;;;195.066;2.6;1.4;aground_gen;sedentary;continental;acolonial;;;;;;;;pair
Aquila_verreauxii;Aquila verreauxii;4867;Aquila_verreauxii;Accipitriformes;Accipitriformes;YES;YES;Southern Africa;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;158;4012.5;;17;111.5;2;2;40;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;pair
Aquila_fasciatus;Aquila fasciatus;4869;Aquila_fasciata;Accipitriformes;Accipitriformes;YES;YES;Widespread: W-PA;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;102.61404;2000;;10.878;125;2;2;20;;c-long;;;202.2;3;0.4;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Hieraaetus_pennatus;Hieraaetus pennatus;4871;Hieraaetus_pennatus;Accipitriformes;Accipitriformes;YES;YES;Widespread: W-PA, SAfrica;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;62;842;;5.5;82;2;2;12;;c-long;;;199.31;2.9;0.62;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Hieraaetus_morphnoides;Hieraaetus morphnoides;4872;Hieraaetus_morphnoides;Accipitriformes;Accipitriformes;YES;YES;Australia;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;62;833.75;;8.09116;120;2;2;25.9479;;c-long;;;195.743;2.7;1.12;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Polemaetus_bellicosus;Polemaetus bellicosus;4876;Polemaetus_bellicosus;Accipitriformes;Accipitriformes;YES;YES;Southern Africa;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;182;4606;;17.094;280;1;2;22;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Spizaetus_melanoleucus;Spizaetus melanoleucus;4877;Spizaetus_melanoleucus;Accipitriformes;Accipitriformes;NO;NO;Neotropical;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;78;850;;13;NA;1;2;NA;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Lophaetus_occipitalis;Lophaetus occipitalis;4878;Lophaetus_occipitalis;Accipitriformes;Accipitriformes;YES;YES;Southern Africa;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;75;1291.25;;9.4794;76.5;2;2;13;;c-long;;;189.79608;2.9;0.62;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Nisaetus_cirrhatus;Nisaetus cirrhatus;4880;Nisaetus_cirrhatus;Accipitriformes;Accipitriformes;NO;NO;Indomalayan;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;90.5;1600;;10;NA;1;2;NA;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Spizaetus_tyrannus;Spizaetus tyrannus;4891;NA;NA;NA;NO;NO;Neotropical;;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;NA;1035;;9.4276;NA;1;2;NA;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;NA
Spizaetus_ornatus;Spizaetus ornatus;4892;Spizaetus_ornatus;Accipitriformes;Accipitriformes;YES;YES;Neotropical;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;77.75;1225;;8.9368;312;1;2;NA;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Stephanoaetus_coronatus;Stephanoaetus coronatus;4893;Stephanoaetus_coronatus;Accipitriformes;Accipitriformes;YES;YES;Southern Africa;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;112;3462;;14.56616;332;2;2;17;;c-long;;;202.2;3;0.4;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Sagittarius_serpentarius;Sagittarius serpentarius;4899;Sagittarius_serpentarius;Accipitriformes;Accipitriformes;YES;YES;Southern Africa;altrical;;Accipitridae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;130;3285;;15.54;183;2;2;18.6;;c-long;;;184.86;2.4;1.72;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Coragyps_atratus;Coragyps atratus;5348;Coragyps_atratus;Accipitriformes;Accipitriformes;YES;YES;Neotropical;altrical;;Cathartidae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;103;2160;;12.42164;260;2;2;25.5;;c-long;;;167.71708;1.6;3.9;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Cathartes_aura;Cathartes aura;5349;Cathartes_aura;Accipitriformes;Accipitriformes;YES;YES;Widespread;altrical;;Cathartidae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;80;1425;;10.33928;145;2;2;16.83;;c-long;;;166.53;1;5.4;aground_gen;migratory;continental;acolonial;;;;;;;;pair
Gymnogyps_californianus;Gymnogyps californianus;5352;Gymnogyps_californianus;Accipitriformes;Accipitriformes;YES;YES;Nearctic;altrical;;Cathartidae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;280;11000;;28.231;345;1;2;45;;c-long;;;166.53;1;5.4;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Vultur_gryphus;Vultur gryphus;5353;Vultur_gryphus;Accipitriformes;Accipitriformes;NO;NO;Neotropical;;;Cathartidae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;270;13000;;32.69616;NA;1;2;75;;c-long;;;166.53;1;5.4;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Sarcoramphus_papa;Sarcoramphus papa;5354;Sarcoramphus_papa;Accipitriformes;Accipitriformes;NO;NO;Neotropical;;;Cathartidae;ACCIPITRIFORMES;Accipitiformes;NONPASSERIFORMES;altrical;semi-altricial;195;3375;;19.22816;NA;1;2;40;;c-long;;;166.53;1;5.4;aground_gen;sedentary;continental;acolonial;;;;;;;;pair
Anhima_cornuta;Anhima cornuta;551;Anhima_cornuta;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anhimidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;semi-precocial;155;3075;;8.5;0;4;2;NA;;c-long;;;46.2542;1.1;18.89;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Chauna_chavaria;Chauna chavaria;552;Chauna_chavaria;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anhimidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;semi-precocial;184;2603.5;;8.81636;3;4;2;NA;;c-long;;;32.138;1;20.7;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Chauna_torquata;Chauna torquata;553;Chauna_torquata;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anhimidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;semi-precocial;160;4400;;9;0;4;2;NA;;c-long;;;94.5704;1.2;17.84;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Anseranas_semipalmata;Anseranas semipalmata;555;Anseranas_semipalmata;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anseranatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;semi-precocial;128;2418;;9.1168;121;9;3;32;;c-long;;;125.7866;1.3;16.41;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Dendrocygna_eytoni;Dendrocygna eytoni;559;Dendrocygna_eytoni;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;40;990;;4.72416;0;11;2;NA;;c-long;;;94.5704;1.2;17.84;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Dendrocygna_arcuata;Dendrocygna arcuata;563;Dendrocygna_arcuata;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;40;719.5;;4.67236;0;10;2;NA;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Dendrocygna_viduata;Dendrocygna viduata;565;Dendrocygna_viduata;Anseriformes;Galloanserae;YES;YES;Widespread:  Safrica;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;36;625;;4.9;0;9;2;12;;c-long;;;139.4252;1.6;11.32;aground_gen;sedentary;continental;colonial;;;;;;;;large_groups
Dendrocygna_arborea;Dendrocygna arborea;566;Dendrocygna_arborea;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;54;1150;;6;0;9;2;NA;;c-long;;;135.8114;1.7;12.05;aground_gen;sedentary;insular;acolonial;;;;;;;;small_groups
Dendrocygna_autumnalis;Dendrocygna autumnalis;567;Dendrocygna_autumnalis;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;44;752.5928602;;4.7;0;14;2;8.2;;c-long;;;46.2542;1.1;18.89;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Oxyura_jamaicensis;Oxyura jamaicensis;573;Oxyura_jamaicensis;Anseriformes;Galloanserae;YES;YES;Widespread: W-PA;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;73;552.5;;3.64672;0;8;1;13.6;;b-season;;;241.7;2;4.12;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Oxyura_maccoa;Oxyura maccoa;576;Oxyura_maccoa;Anseriformes;Galloanserae;YES;YES;Southern Africa;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;96;668;;4.84848;0;6;1;NA;;b-season;;;199.3514;1.7;9.55;aground_gen;sedentary;continental;colonial;;;;;;;;small_groups
Oxyura_australis;Oxyura australis;578;Oxyura_australis;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;90;888;;4.16472;0;6;1;16;;b-season;;;182.2514;1.7;9.17;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Biziura_lobata;Biziura lobata;579;Biziura_lobata;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;128;2465.5;;9.03392;0;3;1;NA;;a-short;;;189.55608;2.3;2.32;aground_gen;sedentary;continental;acolonial;;;;;;;;asocial
Stictonetta_naevosa;Stictonetta naevosa;582;Stictonetta_naevosa;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;66;910.5;;4.56876;0;6;1;NA;;c-long;;;108.6866;1.3;16.03;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Cygnus_olor;Cygnus olor;586;Cygnus_olor;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;340;10800;;22.5;0;6;2;28.8333;;c-long;;;63.2604;1.3;16.86;aground_gen;sedentary;continental;acolonial;;;;;;;;small_groups
Cygnus_atratus;Cygnus atratus;587;Cygnus_atratus;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;258;5680;;12.5874;0;5;2;40;;c-long;;;32.138;1;20.7;aground_gen;sedentary;continental;colonial;;;;;;;;small_groups
Cygnus_melancoryphus;Cygnus melancoryphus;588;Cygnus_melancoryphus;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;195.4;5100;;10.7;0;6;2;20;;c-long;;;46.2542;1.1;18.89;aground_gen;migratory;continental;colonial;;;;;;;;small_groups
Cygnus_cygnus;Cygnus cygnus;589;Cygnus_cygnus;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;331;9000;;20.202;0;4;2;26.5;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Cygnus_buccinator;Cygnus buccinator;590;Cygnus_buccinator;Anseriformes;Galloanserae;YES;YES;Nearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;324;10300;;21.02044;0;6;2;23.83;;c-long;;;108.6866;1.3;16.03;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Cygnus_columbianus;Cygnus columbianus;591;Cygnus_columbianus;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;280;6800;;17.9746;0;4;2;24.1;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;acolonial;;;;;;;;small_groups
Coscoroba_coscoroba;Coscoroba coscoroba;594;Coscoroba_coscoroba;Anseriformes;Galloanserae;YES;YES;Neotropical;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;185;3600;;9.48976;0;4;2;NA;;c-long;;;96.96344;1.9;9.18;aground_gen;migratory;continental;colonial;;;;;;;;small_groups
Anser_cygnoides;Anser cygnoides;598;Anser_cygnoid;Anseriformes;Galloanserae;YES;YES;Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;145;3175;;10.3;0;6;2;31;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Anser_fabalis;Anser fabalis;600;Anser_fabalis;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;146;3020;;11.0334;0;5;2;25.6;;c-long;;;37.1504;1.2;18.52;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Anser_albifrons;Anser albifrons;603;Anser_albifrons;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;125;2300;;9.41724;0;6;2;25.25;;c-long;;;34.6442;1.1;19.61;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Anser_erythropus;Anser erythropus;606;Anser_erythropus;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;100;2000;;6.7;0;5;2;14.75;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Anser_anser;Anser anser;607;Anser_anser;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;160;3500;;11.75509297;0;5;2;31;;c-long;;;65.8604;1.2;18.18;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Chen_caerulescens;Chen caerulescens;609;Anser_caerulescens;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;120;2300;;11.06448;0;4;2;27.5;;c-long;;;63.3542;1.1;19.27;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Chen_rossii;Chen rossii;610;Anser_rossii;Anseriformes;Galloanserae;YES;YES;Nearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;85.00910418;1540;;7.0966;0;4;2;22.5;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Branta_sandvicensis;Branta sandvicensis;612;Branta_sandvicensis;Anseriformes;Galloanserae;YES;YES;Nearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;131;1930;;8.52628;0;4;2;42;;c-long;;;47.2704;1;16.76;aground_gen;sedentary;insular;acolonial;;;;;;;;small_groups
Branta_canadensis;Branta canadensis;613;Branta_canadensis;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;163;2020;;9.461951579;0;5;2;33.25;;c-long;;;34.6442;1.1;19.61;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Branta_leucopsis;Branta leucopsis;615;Branta_leucopsis;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;107;1687;;8;0;4;2;28.1667;;c-long;;;63.3542;1.1;19.27;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Branta_bernicla;Branta bernicla;616;Branta_bernicla;Anseriformes;Galloanserae;YES;YES;Holarctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;91;1095;;6.3196;0;4;2;28.8333;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Branta_ruficollis;Branta ruficollis;619;Branta_ruficollis;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;90;1387.5;;5.1;0;6;2;NA;;c-long;;;32.138;1;20.7;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Cereopsis_novaehollandiae;Cereopsis novaehollandiae;621;Cereopsis_novaehollandiae;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;137;4985;;9.14788;0;5;2;29.1425;;c-long;;;94.5704;1.2;17.84;aground_gen;migratory;continental;colonial;;;;;;;;small_groups
Plectropterus_gambensis;Plectropterus gambensis;624;Plectropterus_gambensis;Anseriformes;Galloanserae;YES;YES;Southern Africa;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;140;5400;;12.56668;0;10;2;11.3;;b-season;;;104.56888;1.5;14.72;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Sarkidiornis_melanotos;Sarkidiornis melanotos;626;Sarkidiornis_melanotos;Anseriformes;Galloanserae;YES;YES;Southern Africa;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;66;1920;;7.24164;0;10;1;21.5;;a-short;;;168.1352;1.6;10.98;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Tadorna_ferruginea;Tadorna ferruginea;629;Tadorna_ferruginea;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;83;1282.5;;4.8;0;8;2;NA;;c-long;;;125.6928;1.5;14;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
Tadorna_tadornoides;Tadorna tadornoides;631;Tadorna_tadornoides;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;93;1429;;6.03988;0;9;2;13.1178;;c-long;;;158.52748;1.8;8.57;aground_gen;sedentary;continental;acolonial;;;;;;;;large_groups
Tadorna_variegata;Tadorna variegata;632;Tadorna_variegata;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;91;1529.5;;6.17456;0;9;2;11.16666667;;c-long;;;102.719;1.5;11.65;aground_gen;sedentary;insular;acolonial;;;;;;;;large_groups
Tadorna_tadorna;Tadorna tadorna;634;Tadorna_tadorna;Anseriformes;Galloanserae;YES;YES;Western Palearctic;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;78;1125.5;;5.52188;0;10;2;24.8;;c-long;;;145.93596;2.1;3.97;aground_gen;migratory;continental;colonial;;;;;;;;large_groups
Tadorna_radjah;Tadorna radjah;635;Radjah_radjah;Anseriformes;Galloanserae;YES;YES;Australia;precocial;;Anatidae;ANSERIFORMES;Galloanserae;NONPASSERIFORMES;precocial;precocial;59;865;;5.36648;0;9;2;NA;;c-long;;;145.0676;1.8;6.22;aground_gen;migratory;continental;acolonial;;;;;;;;large_groups
